"ID";"Populatie";"KenmerkenVanHuishoudens";"RegioS";"Perioden";"ParticuliereHuishoudens_1";"GemiddeldGestandaardiseerdInkomen_3";"MediaanGestandaardiseerdInkomen_4"
"91470";"1050010";"1013900";"PV27  ";"2016JJ00";"    74.5";"    13.6";"    13.9"
"91471";"1050010";"1013900";"PV27  ";"2017JJ00";"    75.5";"    13.9";"    14.2"
"91472";"1050010";"1013900";"PV27  ";"2018JJ00";"    73.1";"    14.1";"    14.4"
"91473";"1050010";"1013900";"PV27  ";"2019JJ00";"    70.4";"    14.6";"    14.9"
"91474";"1050010";"1013900";"PV27  ";"2020JJ00";"    80.4";"    15.0";"    15.4"
"91476";"1050010";"1013900";"PV28  ";"2011JJ00";"    88.9";"    12.4";"    12.7"
"91477";"1050010";"1013900";"PV28  ";"2012JJ00";"    92.6";"    12.4";"    12.8"
"91478";"1050010";"1013900";"PV28  ";"2013JJ00";"    99.4";"    12.5";"    12.8"
"91479";"1050010";"1013900";"PV28  ";"2014JJ00";"   102.1";"    13.0";"    13.4"
"91480";"1050010";"1013900";"PV28  ";"2015JJ00";"   105.8";"    13.3";"    13.6"
"91481";"1050010";"1013900";"PV28  ";"2016JJ00";"   110.1";"    13.5";"    13.9"
"91482";"1050010";"1013900";"PV28  ";"2017JJ00";"   111.5";"    13.9";"    14.2"
"91483";"1050010";"1013900";"PV28  ";"2018JJ00";"   106.7";"    14.1";"    14.4"
"91484";"1050010";"1013900";"PV28  ";"2019JJ00";"   101.5";"    14.6";"    14.9"
"91485";"1050010";"1013900";"PV28  ";"2020JJ00";"   107.6";"    14.9";"    15.3"
"91487";"1050010";"1013900";"PV29  ";"2011JJ00";"     5.9";"    12.6";"    12.7"
"91488";"1050010";"1013900";"PV29  ";"2012JJ00";"     6.3";"    12.5";"    12.8"
"91489";"1050010";"1013900";"PV29  ";"2013JJ00";"     6.8";"    12.7";"    12.9"
"91490";"1050010";"1013900";"PV29  ";"2014JJ00";"     6.9";"    13.1";"    13.4"
"91491";"1050010";"1013900";"PV29  ";"2015JJ00";"     7.2";"    13.5";"    13.7"
"91492";"1050010";"1013900";"PV29  ";"2016JJ00";"     7.6";"    13.5";"    13.8"
"91493";"1050010";"1013900";"PV29  ";"2017JJ00";"     7.9";"    13.9";"    14.2"
"91494";"1050010";"1013900";"PV29  ";"2018JJ00";"     7.5";"    14.1";"    14.3"
"91495";"1050010";"1013900";"PV29  ";"2019JJ00";"     7.1";"    14.5";"    14.8"
"91496";"1050010";"1013900";"PV29  ";"2020JJ00";"     7.3";"    15.0";"    15.3"
"91498";"1050010";"1013900";"PV30  ";"2011JJ00";"    38.0";"    12.5";"    12.7"
"91499";"1050010";"1013900";"PV30  ";"2012JJ00";"    39.7";"    12.5";"    12.8"
"91500";"1050010";"1013900";"PV30  ";"2013JJ00";"    43.6";"    12.6";"    12.8"
"91501";"1050010";"1013900";"PV30  ";"2014JJ00";"    45.2";"    13.0";"    13.4"
"91502";"1050010";"1013900";"PV30  ";"2015JJ00";"    47.4";"    13.3";"    13.6"
"91503";"1050010";"1013900";"PV30  ";"2016JJ00";"    48.8";"    13.5";"    13.9"
"91504";"1050010";"1013900";"PV30  ";"2017JJ00";"    51.0";"    13.8";"    14.1"
"91505";"1050010";"1013900";"PV30  ";"2018JJ00";"    48.5";"    14.0";"    14.4"
"91506";"1050010";"1013900";"PV30  ";"2019JJ00";"    46.2";"    14.5";"    14.9"
"91507";"1050010";"1013900";"PV30  ";"2020JJ00";"    48.4";"    14.9";"    15.3"
"91509";"1050010";"1013900";"PV31  ";"2011JJ00";"    25.5";"    12.6";"    12.8"
"91510";"1050010";"1013900";"PV31  ";"2012JJ00";"    26.4";"    12.7";"    12.9"
"91511";"1050010";"1013900";"PV31  ";"2013JJ00";"    28.3";"    12.7";"    12.9"
"91512";"1050010";"1013900";"PV31  ";"2014JJ00";"    28.4";"    13.2";"    13.5"
"91513";"1050010";"1013900";"PV31  ";"2015JJ00";"    28.6";"    13.5";"    13.7"
"91514";"1050010";"1013900";"PV31  ";"2016JJ00";"    29.4";"    13.7";"    14.0"
"91515";"1050010";"1013900";"PV31  ";"2017JJ00";"    29.4";"    14.0";"    14.3"
"91516";"1050010";"1013900";"PV31  ";"2018JJ00";"    28.3";"    14.1";"    14.5"
"91517";"1050010";"1013900";"PV31  ";"2019JJ00";"    27.3";"    14.7";"    15.0"
"91518";"1050010";"1013900";"PV31  ";"2020JJ00";"    28.0";"    15.1";"    15.4"
"96140";"1050010";"1014050";"NL01  ";"2011JJ00";"    98.8";"     5.0";"     4.4"
"96141";"1050010";"1014050";"NL01  ";"2012JJ00";"   100.3";"     4.8";"     4.2"
"96142";"1050010";"1014050";"NL01  ";"2013JJ00";"   106.2";"     5.1";"     4.5"
"96143";"1050010";"1014050";"NL01  ";"2014JJ00";"   112.4";"     5.2";"     4.5"
"96144";"1050010";"1014050";"NL01  ";"2015JJ00";"   112.3";"     5.4";"     4.6"
"96145";"1050010";"1014050";"NL01  ";"2016JJ00";"    91.6";"     5.2";"     4.4"
"96146";"1050010";"1014050";"NL01  ";"2017JJ00";"    68.5";"     4.9";"     4.2"
"96147";"1050010";"1014050";"NL01  ";"2018JJ00";"    54.3";"     4.3";"     3.4"
"96148";"1050010";"1014050";"NL01  ";"2019JJ00";"    45.4";"     4.4";"     3.1"
"96149";"1050010";"1014050";"NL01  ";"2020JJ00";"    47.7";"     4.4";"     2.8"
"96151";"1050010";"1014050";"LD01  ";"2011JJ00";"    14.9";"     4.8";"     4.2"
"96152";"1050010";"1014050";"LD01  ";"2012JJ00";"    15.3";"     4.7";"     4.1"
"96153";"1050010";"1014050";"LD01  ";"2013JJ00";"    16.1";"     5.0";"     4.3"
"96154";"1050010";"1014050";"LD01  ";"2014JJ00";"    17.2";"     5.1";"     4.5"
"96155";"1050010";"1014050";"LD01  ";"2015JJ00";"    17.6";"     5.3";"     4.6"
"96156";"1050010";"1014050";"LD01  ";"2016JJ00";"    14.3";"     5.4";"     4.5"
"96157";"1050010";"1014050";"LD01  ";"2017JJ00";"    11.0";"     4.8";"     4.3"
"96158";"1050010";"1014050";"LD01  ";"2018JJ00";"     8.6";"     4.2";"     3.4"
"96159";"1050010";"1014050";"LD01  ";"2019JJ00";"     7.3";"     5.0";"     3.2"
"96160";"1050010";"1014050";"LD01  ";"2020JJ00";"     7.9";"     4.8";"     3.0"
"96162";"1050010";"1014050";"LD02  ";"2011JJ00";"    19.2";"     5.2";"     4.6"
"96163";"1050010";"1014050";"LD02  ";"2012JJ00";"    19.5";"     4.9";"     4.4"
"96164";"1050010";"1014050";"LD02  ";"2013JJ00";"    20.9";"     5.1";"     4.5"
"96165";"1050010";"1014050";"LD02  ";"2014JJ00";"    22.1";"     5.2";"     4.5"
"96166";"1050010";"1014050";"LD02  ";"2015JJ00";"    22.6";"     5.4";"     4.6"
"96167";"1050010";"1014050";"LD02  ";"2016JJ00";"    19.1";"     5.1";"     4.5"
"96168";"1050010";"1014050";"LD02  ";"2017JJ00";"    14.7";"     4.9";"     4.2"
"96169";"1050010";"1014050";"LD02  ";"2018JJ00";"    11.9";"     4.4";"     3.4"
"96170";"1050010";"1014050";"LD02  ";"2019JJ00";"     9.9";"     4.3";"     3.2"
"96171";"1050010";"1014050";"LD02  ";"2020JJ00";"    10.1";"     4.1";"     3.0"
"96173";"1050010";"1014050";"LD03  ";"2011JJ00";"    49.4";"     5.0";"     4.4"
"96174";"1050010";"1014050";"LD03  ";"2012JJ00";"    50.4";"     4.8";"     4.2"
"96175";"1050010";"1014050";"LD03  ";"2013JJ00";"    53.2";"     5.2";"     4.4"
"96176";"1050010";"1014050";"LD03  ";"2014JJ00";"    56.0";"     5.2";"     4.5"
"96177";"1050010";"1014050";"LD03  ";"2015JJ00";"    55.0";"     5.4";"     4.5"
"96178";"1050010";"1014050";"LD03  ";"2016JJ00";"    44.6";"     5.1";"     4.4"
"96179";"1050010";"1014050";"LD03  ";"2017JJ00";"    32.7";"     4.9";"     4.1"
"96180";"1050010";"1014050";"LD03  ";"2018JJ00";"    25.7";"     4.3";"     3.3"
"96181";"1050010";"1014050";"LD03  ";"2019JJ00";"    21.5";"     4.4";"     2.9"
"96182";"1050010";"1014050";"LD03  ";"2020JJ00";"    22.8";"     4.4";"     2.6"
"96184";"1050010";"1014050";"LD04  ";"2011JJ00";"    15.3";"     5.0";"     4.5"
"96185";"1050010";"1014050";"LD04  ";"2012JJ00";"    15.1";"     4.8";"     4.3"
"96186";"1050010";"1014050";"LD04  ";"2013JJ00";"    16.0";"     5.1";"     4.5"
"96187";"1050010";"1014050";"LD04  ";"2014JJ00";"    17.0";"     5.1";"     4.5"
"96188";"1050010";"1014050";"LD04  ";"2015JJ00";"    17.1";"     5.2";"     4.6"
"96189";"1050010";"1014050";"LD04  ";"2016JJ00";"    13.7";"     5.0";"     4.5"
"96190";"1050010";"1014050";"LD04  ";"2017JJ00";"    10.2";"     4.8";"     4.3"
"96191";"1050010";"1014050";"LD04  ";"2018JJ00";"     8.1";"     4.0";"     3.4"
"96192";"1050010";"1014050";"LD04  ";"2019JJ00";"     6.7";"     4.0";"     3.0"
"96193";"1050010";"1014050";"LD04  ";"2020JJ00";"     7.0";"     4.1";"     2.5"
"96195";"1050010";"1014050";"PV20  ";"2011JJ00";"    11.7";"     4.5";"     3.9"
"96196";"1050010";"1014050";"PV20  ";"2012JJ00";"    11.9";"     4.3";"     3.8"
"96197";"1050010";"1014050";"PV20  ";"2013JJ00";"    12.4";"     4.6";"     4.0"
"96198";"1050010";"1014050";"PV20  ";"2014JJ00";"    13.0";"     4.7";"     4.1"
"96199";"1050010";"1014050";"PV20  ";"2015JJ00";"    13.2";"     4.8";"     4.1"
"96200";"1050010";"1014050";"PV20  ";"2016JJ00";"    10.7";"     4.9";"     4.0"
"96201";"1050010";"1014050";"PV20  ";"2017JJ00";"     8.2";"     4.1";"     3.6"
"96202";"1050010";"1014050";"PV20  ";"2018JJ00";"     6.3";"     3.2";"     2.3"
"96203";"1050010";"1014050";"PV20  ";"2019JJ00";"     5.3";"     4.2";"     1.9"
"96204";"1050010";"1014050";"PV20  ";"2020JJ00";"     5.6";"     4.1";"     1.6"
"96206";"1050010";"1014050";"PV21  ";"2011JJ00";"     2.6";"     6.0";"     5.5"
"96207";"1050010";"1014050";"PV21  ";"2012JJ00";"     2.8";"     6.0";"     5.4"
"96208";"1050010";"1014050";"PV21  ";"2013JJ00";"     3.0";"     6.2";"     5.7"
"96209";"1050010";"1014050";"PV21  ";"2014JJ00";"     3.5";"     6.3";"     5.7"
"96210";"1050010";"1014050";"PV21  ";"2015JJ00";"     3.6";"     6.7";"     6.1"
"96211";"1050010";"1014050";"PV21  ";"2016JJ00";"     3.0";"     6.7";"     6.2"
"96212";"1050010";"1014050";"PV21  ";"2017JJ00";"     2.2";"     6.7";"     6.2"
"96213";"1050010";"1014050";"PV21  ";"2018JJ00";"     1.8";"     6.6";"     6.1"
"96214";"1050010";"1014050";"PV21  ";"2019JJ00";"     1.6";"     6.9";"     6.6"
"96215";"1050010";"1014050";"PV21  ";"2020JJ00";"     1.8";"     6.5";"     6.1"
"96217";"1050010";"1014050";"PV22  ";"2011JJ00";"     0.6";"     6.8";"     6.4"
"96218";"1050010";"1014050";"PV22  ";"2012JJ00";"     0.6";"     6.5";"     6.2"
"96219";"1050010";"1014050";"PV22  ";"2013JJ00";"     0.7";"     6.4";"     6.4"
"96220";"1050010";"1014050";"PV22  ";"2014JJ00";"     0.8";"     6.9";"     6.9"
"96221";"1050010";"1014050";"PV22  ";"2015JJ00";"     0.7";"     7.3";"     7.1"
"96222";"1050010";"1014050";"PV22  ";"2016JJ00";"     0.6";"     7.4";"     7.1"
"96223";"1050010";"1014050";"PV22  ";"2017JJ00";"     0.6";"     7.7";"     7.4"
"96224";"1050010";"1014050";"PV22  ";"2018JJ00";"     0.5";"     7.3";"     7.1"
"96225";"1050010";"1014050";"PV22  ";"2019JJ00";"     0.5";"     7.2";"     7.2"
"96226";"1050010";"1014050";"PV22  ";"2020JJ00";"     0.5";"     7.3";"     7.0"
"96228";"1050010";"1014050";"PV23  ";"2011JJ00";"     5.9";"     5.1";"     4.5"
"96229";"1050010";"1014050";"PV23  ";"2012JJ00";"     5.9";"     5.0";"     4.3"
"96230";"1050010";"1014050";"PV23  ";"2013JJ00";"     6.2";"     5.2";"     4.5"
"96231";"1050010";"1014050";"PV23  ";"2014JJ00";"     6.3";"     5.3";"     4.5"
"96232";"1050010";"1014050";"PV23  ";"2015JJ00";"     6.4";"     5.6";"     4.8"
"96233";"1050010";"1014050";"PV23  ";"2016JJ00";"     5.4";"     5.3";"     4.5"
"96234";"1050010";"1014050";"PV23  ";"2017JJ00";"     4.3";"     5.1";"     4.3"
"96235";"1050010";"1014050";"PV23  ";"2018JJ00";"     3.5";"     4.5";"     3.8"
"96236";"1050010";"1014050";"PV23  ";"2019JJ00";"     2.9";"     4.4";"     3.2"
"96237";"1050010";"1014050";"PV23  ";"2020JJ00";"     3.1";"     4.2";"     3.1"
"96239";"1050010";"1014050";"PV24  ";"2011JJ00";"     1.2";"     7.0";"     6.4"
"96240";"1050010";"1014050";"PV24  ";"2012JJ00";"     1.2";"     6.8";"     6.3"
"96241";"1050010";"1014050";"PV24  ";"2013JJ00";"     1.3";"     6.8";"     6.4"
"96242";"1050010";"1014050";"PV24  ";"2014JJ00";"     1.5";"     6.9";"     6.5"
"96243";"1050010";"1014050";"PV24  ";"2015JJ00";"     1.5";"     7.3";"     7.0"
"96244";"1050010";"1014050";"PV24  ";"2016JJ00";"     1.3";"     7.5";"     7.1"
"96245";"1050010";"1014050";"PV24  ";"2017JJ00";"     1.1";"     7.6";"     7.2"
"96246";"1050010";"1014050";"PV24  ";"2018JJ00";"     0.9";"     7.4";"     7.1"
"96247";"1050010";"1014050";"PV24  ";"2019JJ00";"     0.8";"     7.3";"     6.8"
"96248";"1050010";"1014050";"PV24  ";"2020JJ00";"     0.8";"     7.5";"     7.2"
"96250";"1050010";"1014050";"PV25  ";"2011JJ00";"    12.1";"     5.0";"     4.4"
"96251";"1050010";"1014050";"PV25  ";"2012JJ00";"    12.3";"     4.7";"     4.2"
"96252";"1050010";"1014050";"PV25  ";"2013JJ00";"    13.4";"     4.9";"     4.4"
"96253";"1050010";"1014050";"PV25  ";"2014JJ00";"    14.4";"     5.0";"     4.4"
"96254";"1050010";"1014050";"PV25  ";"2015JJ00";"    14.7";"     5.1";"     4.5"
"96255";"1050010";"1014050";"PV25  ";"2016JJ00";"    12.4";"     4.8";"     4.3"
"96256";"1050010";"1014050";"PV25  ";"2017JJ00";"     9.2";"     4.6";"     3.9"
"96257";"1050010";"1014050";"PV25  ";"2018JJ00";"     7.5";"     4.0";"     3.0"
"96258";"1050010";"1014050";"PV25  ";"2019JJ00";"     6.2";"     3.9";"     2.8"
"96259";"1050010";"1014050";"PV25  ";"2020JJ00";"     6.2";"     3.6";"     2.2"
"96261";"1050010";"1014050";"PV26  ";"2011JJ00";"    11.2";"     4.5";"     4.0"
"96262";"1050010";"1014050";"PV26  ";"2012JJ00";"    11.1";"     4.4";"     3.9"
"96263";"1050010";"1014050";"PV26  ";"2013JJ00";"    11.7";"     4.8";"     4.1"
"96264";"1050010";"1014050";"PV26  ";"2014JJ00";"    12.9";"     4.6";"     4.1"
"96265";"1050010";"1014050";"PV26  ";"2015JJ00";"    12.6";"     4.7";"     4.0"
"96266";"1050010";"1014050";"PV26  ";"2016JJ00";"    10.1";"     4.5";"     3.9"
"96267";"1050010";"1014050";"PV26  ";"2017JJ00";"     6.9";"     4.2";"     3.6"
"96268";"1050010";"1014050";"PV26  ";"2018JJ00";"     4.9";"     3.4";"     2.7"
"96269";"1050010";"1014050";"PV26  ";"2019JJ00";"     3.8";"     3.1";"     1.8"
"96270";"1050010";"1014050";"PV26  ";"2020JJ00";"     3.9";"     3.2";"     1.2"
"96272";"1050010";"1014050";"PV27  ";"2011JJ00";"    14.0";"     5.0";"     4.4"
"96273";"1050010";"1014050";"PV27  ";"2012JJ00";"    14.0";"     4.9";"     4.3"
"96274";"1050010";"1014050";"PV27  ";"2013JJ00";"    15.0";"     5.2";"     4.6"
"96275";"1050010";"1014050";"PV27  ";"2014JJ00";"    15.4";"     5.3";"     4.7"
"96276";"1050010";"1014050";"PV27  ";"2015JJ00";"    14.6";"     5.8";"     4.8"
"96277";"1050010";"1014050";"PV27  ";"2016JJ00";"    11.9";"     5.4";"     4.8"
"96278";"1050010";"1014050";"PV27  ";"2017JJ00";"     8.7";"     5.1";"     4.3"
"96279";"1050010";"1014050";"PV27  ";"2018JJ00";"     6.8";"     4.6";"     3.6"
"96280";"1050010";"1014050";"PV27  ";"2019JJ00";"     5.6";"     4.8";"     3.5"
"96281";"1050010";"1014050";"PV27  ";"2020JJ00";"     5.9";"     5.1";"     3.4"
"96283";"1050010";"1014050";"PV28  ";"2011JJ00";"    23.5";"     5.2";"     4.5"
"96284";"1050010";"1014050";"PV28  ";"2012JJ00";"    24.6";"     5.0";"     4.3"
"96285";"1050010";"1014050";"PV28  ";"2013JJ00";"    25.7";"     5.3";"     4.5"
"96286";"1050010";"1014050";"PV28  ";"2014JJ00";"    26.8";"     5.4";"     4.6"
"96287";"1050010";"1014050";"PV28  ";"2015JJ00";"    26.9";"     5.5";"     4.6"
"96288";"1050010";"1014050";"PV28  ";"2016JJ00";"    21.9";"     5.3";"     4.4"
"96289";"1050010";"1014050";"PV28  ";"2017JJ00";"    16.5";"     5.1";"     4.2"
"96290";"1050010";"1014050";"PV28  ";"2018JJ00";"    13.6";"     4.5";"     3.3"
"96291";"1050010";"1014050";"PV28  ";"2019JJ00";"    11.7";"     4.5";"     2.9"
"96292";"1050010";"1014050";"PV28  ";"2020JJ00";"    12.6";"     4.4";"     2.5"
"96294";"1050010";"1014050";"PV29  ";"2011JJ00";"     0.8";"     5.7";"     5.1"
"96295";"1050010";"1014050";"PV29  ";"2012JJ00";"     0.7";"     5.5";"     5.0"
"96296";"1050010";"1014050";"PV29  ";"2013JJ00";"     0.8";"     5.6";"     4.7"
"96297";"1050010";"1014050";"PV29  ";"2014JJ00";"     0.9";"     5.7";"     4.9"
"96298";"1050010";"1014050";"PV29  ";"2015JJ00";"     0.9";"     5.7";"     4.9"
"96299";"1050010";"1014050";"PV29  ";"2016JJ00";"     0.7";"     5.7";"     5.1"
"96300";"1050010";"1014050";"PV29  ";"2017JJ00";"     0.5";"     5.6";"     4.8"
"96301";"1050010";"1014050";"PV29  ";"2018JJ00";"     0.5";"     5.3";"     4.6"
"96302";"1050010";"1014050";"PV29  ";"2019JJ00";"     0.4";"     5.8";"     5.0"
"96303";"1050010";"1014050";"PV29  ";"2020JJ00";"     0.4";"     5.7";"     5.0"
"96305";"1050010";"1014050";"PV30  ";"2011JJ00";"    10.4";"     5.1";"     4.6"
"96306";"1050010";"1014050";"PV30  ";"2012JJ00";"    10.3";"     4.8";"     4.4"
"96307";"1050010";"1014050";"PV30  ";"2013JJ00";"    11.0";"     5.2";"     4.6"
"96308";"1050010";"1014050";"PV30  ";"2014JJ00";"    11.8";"     5.1";"     4.6"
"96309";"1050010";"1014050";"PV30  ";"2015JJ00";"    11.8";"     5.2";"     4.7"
"96310";"1050010";"1014050";"PV30  ";"2016JJ00";"     9.5";"     5.1";"     4.6"
"96311";"1050010";"1014050";"PV30  ";"2017JJ00";"     7.0";"     4.8";"     4.3"
"96312";"1050010";"1014050";"PV30  ";"2018JJ00";"     5.6";"     4.1";"     3.5"
"96313";"1050010";"1014050";"PV30  ";"2019JJ00";"     4.5";"     3.9";"     3.1"
"96314";"1050010";"1014050";"PV30  ";"2020JJ00";"     4.9";"     4.1";"     2.5"
"96316";"1050010";"1014050";"PV31  ";"2011JJ00";"     4.9";"     4.8";"     4.2"
"96317";"1050010";"1014050";"PV31  ";"2012JJ00";"     4.9";"     4.7";"     4.1"
"96318";"1050010";"1014050";"PV31  ";"2013JJ00";"     5.0";"     4.9";"     4.3"
"96319";"1050010";"1014050";"PV31  ";"2014JJ00";"     5.2";"     5.0";"     4.4"
"96320";"1050010";"1014050";"PV31  ";"2015JJ00";"     5.2";"     5.1";"     4.4"
"96321";"1050010";"1014050";"PV31  ";"2016JJ00";"     4.2";"     4.9";"     4.3"
"96322";"1050010";"1014050";"PV31  ";"2017JJ00";"     3.2";"     4.8";"     4.1"
"96323";"1050010";"1014050";"PV31  ";"2018JJ00";"     2.6";"     3.9";"     3.2"
"96324";"1050010";"1014050";"PV31  ";"2019JJ00";"     2.1";"     4.1";"     2.8"
"96325";"1050010";"1014050";"PV31  ";"2020JJ00";"     2.1";"     4.1";"     2.7"
"100947";"1050010";"1014800";"NL01  ";"2011JJ00";"  4160.8";"    31.3";"    27.8"
"100948";"1050010";"1014800";"NL01  ";"2012JJ00";"  4195.2";"    31.6";"    28.1"
"100949";"1050010";"1014800";"NL01  ";"2013JJ00";"  4226.7";"    31.9";"    28.5"
"100950";"1050010";"1014800";"NL01  ";"2014JJ00";"  4254.4";"    33.9";"    29.4"
"100951";"1050010";"1014800";"NL01  ";"2015JJ00";"  4287.0";"    33.4";"    29.9"
"100952";"1050010";"1014800";"NL01  ";"2016JJ00";"  4327.4";"    34.8";"    31.1"
"100953";"1050010";"1014800";"NL01  ";"2017JJ00";"  4369.3";"    36.1";"    31.8"
"100954";"1050010";"1014800";"NL01  ";"2018JJ00";"  4415.7";"    36.4";"    32.3"
"100955";"1050010";"1014800";"NL01  ";"2019JJ00";"  4456.2";"    39.4";"    33.8"
"100956";"1050010";"1014800";"NL01  ";"2020JJ00";"  4487.2";"    39.7";"    35.2"
"100958";"1050010";"1014800";"LD01  ";"2011JJ00";"   460.1";"    27.9";"    25.3"
"100959";"1050010";"1014800";"LD01  ";"2012JJ00";"   462.2";"    28.2";"    25.6"
"100960";"1050010";"1014800";"LD01  ";"2013JJ00";"   463.9";"    28.6";"    26.0"
"100961";"1050010";"1014800";"LD01  ";"2014JJ00";"   465.0";"    30.0";"    26.9"
"100962";"1050010";"1014800";"LD01  ";"2015JJ00";"   466.3";"    29.9";"    27.4"
"100963";"1050010";"1014800";"LD01  ";"2016JJ00";"   468.6";"    31.2";"    28.5"
"100964";"1050010";"1014800";"LD01  ";"2017JJ00";"   471.3";"    32.1";"    29.2"
"100965";"1050010";"1014800";"LD01  ";"2018JJ00";"   474.9";"    32.4";"    29.6"
"100966";"1050010";"1014800";"LD01  ";"2019JJ00";"   478.5";"    34.4";"    31.0"
"100967";"1050010";"1014800";"LD01  ";"2020JJ00";"   481.1";"    35.3";"    32.3"
"100969";"1050010";"1014800";"LD02  ";"2011JJ00";"   896.1";"    29.9";"    26.9"
"100970";"1050010";"1014800";"LD02  ";"2012JJ00";"   904.7";"    30.1";"    27.1"
"100971";"1050010";"1014800";"LD02  ";"2013JJ00";"   912.0";"    30.3";"    27.5"
"100972";"1050010";"1014800";"LD02  ";"2014JJ00";"   918.4";"    32.2";"    28.4"
"100973";"1050010";"1014800";"LD02  ";"2015JJ00";"   925.1";"    31.6";"    28.9"
"100974";"1050010";"1014800";"LD02  ";"2016JJ00";"   933.8";"    33.1";"    30.1"
"100975";"1050010";"1014800";"LD02  ";"2017JJ00";"   943.5";"    34.3";"    30.8"
"100976";"1050010";"1014800";"LD02  ";"2018JJ00";"   954.7";"    34.6";"    31.3"
"100977";"1050010";"1014800";"LD02  ";"2019JJ00";"   965.8";"    37.4";"    32.8"
"100978";"1050010";"1014800";"LD02  ";"2020JJ00";"   974.9";"    37.9";"    34.2"
"100980";"1050010";"1014800";"LD03  ";"2011JJ00";"  1850.8";"    33.3";"    29.3"
"100981";"1050010";"1014800";"LD03  ";"2012JJ00";"  1868.8";"    33.6";"    29.5"
"100982";"1050010";"1014800";"LD03  ";"2013JJ00";"  1885.6";"    33.9";"    29.9"
"100983";"1050010";"1014800";"LD03  ";"2014JJ00";"  1900.9";"    36.2";"    30.9"
"100984";"1050010";"1014800";"LD03  ";"2015JJ00";"  1920.1";"    35.5";"    31.4"
"100985";"1050010";"1014800";"LD03  ";"2016JJ00";"  1942.2";"    37.0";"    32.6"
"100986";"1050010";"1014800";"LD03  ";"2017JJ00";"  1964.1";"    38.5";"    33.3"
"100987";"1050010";"1014800";"LD03  ";"2018JJ00";"  1986.6";"    38.8";"    33.8"
"100988";"1050010";"1014800";"LD03  ";"2019JJ00";"  2002.9";"    42.2";"    35.5"
"100989";"1050010";"1014800";"LD03  ";"2020JJ00";"  2015.0";"    42.3";"    36.8"
"100991";"1050010";"1014800";"LD04  ";"2011JJ00";"   953.3";"    30.3";"    27.3"
"100992";"1050010";"1014800";"LD04  ";"2012JJ00";"   959.3";"    30.7";"    27.6"
"100993";"1050010";"1014800";"LD04  ";"2013JJ00";"   965.0";"    31.0";"    28.0"
"100994";"1050010";"1014800";"LD04  ";"2014JJ00";"   970.2";"    32.8";"    28.9"
"100995";"1050010";"1014800";"LD04  ";"2015JJ00";"   975.4";"    32.4";"    29.4"
"100996";"1050010";"1014800";"LD04  ";"2016JJ00";"   982.8";"    33.8";"    30.6"
"100997";"1050010";"1014800";"LD04  ";"2017JJ00";"   990.3";"    35.2";"    31.3"
"100998";"1050010";"1014800";"LD04  ";"2018JJ00";"   999.5";"    35.4";"    31.7"
"100999";"1050010";"1014800";"LD04  ";"2019JJ00";"  1009.1";"    38.2";"    33.3"
"101000";"1050010";"1014800";"LD04  ";"2020JJ00";"  1016.1";"    38.4";"    34.5"
"101002";"1050010";"1014800";"PV20  ";"2011JJ00";"   147.9";"    27.9";"    25.3"
"101003";"1050010";"1014800";"PV20  ";"2012JJ00";"   148.2";"    28.2";"    25.5"
"101004";"1050010";"1014800";"PV20  ";"2013JJ00";"   148.5";"    28.6";"    26.0"
"101005";"1050010";"1014800";"PV20  ";"2014JJ00";"   148.6";"    29.9";"    26.9"
"101006";"1050010";"1014800";"PV20  ";"2015JJ00";"   148.8";"    30.0";"    27.4"
"101007";"1050010";"1014800";"PV20  ";"2016JJ00";"   149.4";"    31.1";"    28.5"
"101008";"1050010";"1014800";"PV20  ";"2017JJ00";"   150.1";"    32.0";"    29.1"
"101009";"1050010";"1014800";"PV20  ";"2018JJ00";"   150.7";"    32.3";"    29.5"
"101010";"1050010";"1014800";"PV20  ";"2019JJ00";"   151.6";"    34.2";"    30.9"
"101011";"1050010";"1014800";"PV20  ";"2020JJ00";"   152.2";"    35.3";"    32.3"
"101013";"1050010";"1014800";"PV21  ";"2011JJ00";"   174.0";"    27.6";"    25.0"
"101014";"1050010";"1014800";"PV21  ";"2012JJ00";"   175.0";"    27.8";"    25.3"
"101015";"1050010";"1014800";"PV21  ";"2013JJ00";"   175.7";"    28.2";"    25.7"
"101016";"1050010";"1014800";"PV21  ";"2014JJ00";"   176.2";"    29.7";"    26.5"
"101017";"1050010";"1014800";"PV21  ";"2015JJ00";"   176.7";"    29.5";"    27.1"
"101018";"1050010";"1014800";"PV21  ";"2016JJ00";"   177.5";"    30.8";"    28.2"
"101019";"1050010";"1014800";"PV21  ";"2017JJ00";"   178.7";"    31.8";"    28.9"
"101020";"1050010";"1014800";"PV21  ";"2018JJ00";"   180.3";"    32.2";"    29.3"
"101021";"1050010";"1014800";"PV21  ";"2019JJ00";"   181.8";"    34.2";"    30.7"
"101022";"1050010";"1014800";"PV21  ";"2020JJ00";"   182.8";"    34.8";"    32.0"
"101024";"1050010";"1014800";"PV22  ";"2011JJ00";"   138.3";"    28.4";"    25.8"
"101025";"1050010";"1014800";"PV22  ";"2012JJ00";"   139.1";"    28.7";"    26.1"
"101026";"1050010";"1014800";"PV22  ";"2013JJ00";"   139.7";"    29.0";"    26.4"
"101027";"1050010";"1014800";"PV22  ";"2014JJ00";"   140.2";"    30.4";"    27.3"
